Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1648214358.2697845,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.269801,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.2897751,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.2898438,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.3096962,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.3098133,0.2839359641075135,0.04790996946394444,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.3298626,0.2839359641075135,0.04354027211666108,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214358.3499494,0.2839359641075135,0.04354027211666108,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214358.3499718,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.3699224,0.2839359641075135,0.04354027211666108,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214358.369969,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.3898163,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.3898382,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.4099047,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.429808,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.429869,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.4501874,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.4502041,0.2839359641075135,0.04354027211666108,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214358.4698164,0.2839359641075135,0.04354027211666108,-0.0,-0.43671861290931707,-0.43671861290931707,-0.43671861290931707
1648214358.4698308,0.2839359641075135,0.04354027211666108,-0.0,-0.43671861290931707,-0.43671861290931707,-0.43671861290931707
1648214358.489609,0.2839359641075135,0.04354027211666108,-0.0,-0.4017610609531403,-0.4017610609531403,-0.4017610609531403
1648214358.50965,0.2839359641075135,0.04354027211666108,-0.0,-0.3755116760730744,-0.3755116760730744,-0.3755116760730744
